review_id,review_title,review_comment,review_star_rating,reviewed_product_asin,review_year,review_country
R24RKZ05KZZAE0,Very poor quality,Very bad quality guys..stop purchasing scheniser,1,B0829LLCSD,2024,India
R1MIAMWTACQW3F,Poor battery backup,Battery back up is very poor only upto 40 min max after full charging. Product cost is not justified. Company should re-evaluate the cost and product quality again.,1,B0829LLCSD,2024,India
R2UVAHNF4EV1DH,Not upto the Brand reputation,"I loved the quality of the audio- clear and crisp but at maximum volume there were noises. The build quality is not upto the brand reputation. The rubber in the cable tore open from the shorter cable. It seems like the wire got twisted with a node where it tore open.

PS: I tried fixing it and now it is not usable.",3,B0829LLCSD,2024,India
R2AI0MKXLW6GGK,I like it,Best sound quality,5,B0829LLCSD,2023,India
R3JJWGV5FBV14W,Very good build quality for this price but very bad ergonomics,The magnetic attachment is the major missing feature in this earphones and the positioning of switch control and battery is very annoying most of the time it fall down from the neck,4,B0829LLCSD,2023,India
R12X0W4CO2PCXK,Skip.,"My 60 dollar DeWalt headphones (same over the neck style) sound slightly worse, as in they don't keep as much noise out. But, they don't let the other person hear absolutely every whisper and smash in the grocery store. It's impossible for the other party to listen with these in if I'm doing anything active. The sound is so crummy compared to all their other stuff, I know it's Bluetooth but I've never heard the quality be that junky before. Maybe these are good enough to tell me that the music sucks, idk but hard pass and I paid 112 for them. I'm returning them and I paid, I repeat, 112 dollars, not 450. You're getting reamed if you pay 450 for these junky headphones. If this was my first experience with Sennheiser , it would be my last. Their plug in stuff is great though, but this is a hard hard hard pass. Not even worth 75 percent off.",1,B07WWKH1B7,2024,the United States
R2QUGBU7DN5HXN,I feel like I got ripped off,"I've been a Sennheiser fan for 15+ years and given them $1000s. When I purchased this it was the most expensive Sennheiser product I've ever bought and I only bought this cause my much loved HD1s were destroyed by a cat.

Pros:
Sound Quality
Weight

Cons:
Battery Life is a Joke
Hard to get sealed in my ear no matter which tips I use
Charge Speed

In an effort to keep this brief, in conclusion, this feel like I received a cheap Chinese knockoff.",2,B07WWKH1B7,2023,the United States
R3FZLBX3DOJ6OL,My all-time favorite headphones ... until they inevitably stop working,"For some initial context: I've now owned three pairs of these headphones.

I greatly enjoy using these headphones day-to-day. The sound quality is excellent, they're very comfortable and I have no worries about losing them while biking or walking about. As a rule, I *greatly* prefer this around-the-neck/over-the-ear style of headphone as opposed to ear buds.

There are some definite downsides, though. I have not benchmarked this but the battery probably doesn't last more than four or five hours. Also, a more concerning issue is that the headphones inexplicably begin to fail after about one year. The symptom is always the same: the left speaker gradually gets quieter until you can't hear any sound coming out of it. I often wear only the left headphone (something you can't do with ear buds ...) while I'm cooking, doing yard work, grocery shopping and perhaps this causes it to wear out faster? I also wear them while exercising and it's possible that sweat is causing accelerated deterioration. Regardless, this has happened to all three of the sets I've purchased. Thankfully, Sennheiser makes good on their warranty and replaces them promptly and without any undue stress. Unfortunately, they replace them with Momentum 2/3 ear buds. I wish they would repair them -- I'd even pay them to but they seem to have moved on.

So, as long as you understand the stakes, I would still recommend buying them. I use them every single day and don't feel slighted -- especially at the currently discounted price. I'm writing this review as I mentally prepare to buy my fourth pair. This is admittedly absurd but I can't stand ear buds and I'm not aware of any other similarly styled headphones on the market which sound or feel as good.",3,B07WWKH1B7,2023,the United States
RRNND9PXH8M9H,problem with right side earphone,"What can you do to help me?  I can not get a hold of Sennheiser support after endless tries.  I returned these once before.  I love these headphones but I am having the same problem.  My right side earphone piece is not equal to the left side anymore.  It is dramatically reduced.  Can you help and send a replacement one more time( last time).  I would love to be able to continue use.  Hopefully, Amazon can help me.

Please let me know.",1,B07WWKH1B7,2023,the United States
R1QU1F2Y1B75PZ,A Fantastic Purchase,"They sound great You are given choices for the ear tips so you can pick the most comfortable ones & they are very comfortable to wear in fact I forget they're on
These were dirt cheap when I made my purchase so because of the complaint of short battery life I purchased 2 sets and the total cost was well below the original price of 1 set
Today's price is higher then I paid but still a FANTASTIC Price for a great set.  Recommended",5,B07WWKH1B7,2023,the United States
R8ZKRSNSOT1QP,2023 May 22 COMPLETELY WORTH IT.,"Yeah I bought these skeptical of what I was going to be getting be ause of the reviews here.. unboxing set a high expectation. They are soft to the touch, flexible, and boy do they catch a large musical range from low lows to the highs.. these are great. I got these cause I lose ear buds and wanted a quality pair.. I have to say.. these rock. I'm not worried about ear buds hanging down or phone call vivration.. I have a phone and a watch that vibrate when phone calls come in. if your willing to exchange the hanging ear buds and no vivration alert for phone calls.. You've a got a solid Wirth the change neckband headphone set.",5,B07WWKH1B7,2023,the United States
REX2UN1ADC93F,Cheaper headphones with far more bass I bought these for $100,"Sound is great not much thought put into fiscal product. They placed the power and pause button between the volume veary close to eachother. With another inch could have had 24hr battery instead of 6hr. Shure charged fast but nearly everyone with a job works 8hr. I use  headphones as hearingprotection. Another problem is the hook shape above the earbuds. It isn't malleable ,one size fits all Dumbo included,  they snag on everything! ... and snap that 200 dollar earbud off",3,B07WWKH1B7,2023,the United States
R2ULLDZKI2ATU,"Light, stable, and good sounding",Sound quality makes up for other features in my opinion.,5,B07WWKH1B7,2023,the United States
R25WGZAJMI4QP9,Sennheiser 800 series headphones,"Best Bluetooth Headphones ever…
Specially if you find them for under $150
Retail price 300",5,B07WWKH1B7,2023,the United States
RIYMTPITB9EIJ,"Overpriced, more expensive than the newer version.","It was my mistake I thought these were the momentum 2 because the price is consistent with the newer model while this model just costs close to 200SGD, so I overpaid by more than 100% for a previous generation earbud.",1,B07J2WF2JW,2020,Singapore
RFMHJB6E40EA5,"5 stars, excellent buds",Listen to music,5,B07J2WF2JW,2019,Singapore
R3D0L2O4PCIS0M,Nice,Love the sound!!!,4,B07J2WF2JW,2024,the United States
R1S921B5N4KS40,Does not effectively as expected,Too difficult to pair and th sound was not as good as anticipated,3,B07J2WF2JW,2023,the United States
R270OH233B0VWD,Left ear bud died!,"My wife bought these to use with her iPhone.  She said they sounded great with music but had problems with phone calls.  She ended up using her ear pods more often.

Then the left earbud stopped working… no sound and no lights.  I’ve contacted Sennheiser but we are a year out of warranty.  They sell replacement ear buds, but they are out of stock  AND the cost of just the left bud is as much a brand new set.",1,B07J2WF2JW,2023,the United States
R2OSJZWVEEUS9B,Great sound but not the batteries,"I do like these headphones for their sound and clarity, as earbuds can be, but the battery bleed and short battery life on a charge make them very limited in use unfortunately. I charge the case and headphones until full and often find them reconnected to my phone's bluetooth as the buds drain quickly,. Even when disconnected they often go from full charge to zero in less than a week when not used.
I would consider the newer versions if they are what they show, but wouldn't buy these.",5,B07J2WF2JW,2023,Canada
R2GEPSEE3XYVSC,Systematic issues,"For the past few months, I’ve been experiencing continuous issues with the touch controls on the left earbud of these headphones. Whenever I wear both earbuds, they automatically and repeatedly lower the volume, rendering the sound inaudible. Eventually, I hear a “volume min” sound. This problem occurs whether I wear both earbuds simultaneously or after listening to a few songs. I attempted to restore the factory settings, but after half an hour, the same issue resurfaced. So I have bought a another one.",2,B07J2WF2JW,2023,Canada
R8FZD5L1VYY85,Amazon decided to deliver Momentum True Wireless 2,Have purchased the original Momentum True Wireless. Absolutely the best in-ear headphones. All the other versions - absolutely terrible. Momentum 2 is but a shadow of its predecessor.,1,B07HRHM8F3,2024,the United States
R3V0C0MYYWVLFW,Maybe the first pair was just a bad pair?,The first time I ordered these I must say I was extremely disappointed in these! But after checking the first pair out there was something very wrong with them! After returning and Amazon switched them out quickly and sent new pair before I sent bad pair back! Which I thought was pretty awesome!!! Now the next pair I received was totally different they sounded awesome and were pretty loud!! Loud enough and I use them while I mow the lawn but they were so loud I couldn’t hear zero turn mower crank up. So noise cancellation was pretty good on these Senheiser earbuds. Sound was great and clear! Very good earbuds!,4,B07HRHM8F3,2024,the United States
R7D73B6665B8F,Really dissapoint,I dont know why its not worked and and i return back,1,B07HRHM8F3,2024,India
R3V4Z4Z5EEP3QH,Super,Super,4,B07HRHM8F3,2023,Germany
R88CRPFT1GKBI,Great to Audiophile Quality Level 4!  And good sub-base!,"You'll only need to exceed to AQL5 with some 150$ push pull, Focal Spheres is evidenced on Joan Baez's, Ring Them Bells when she turns her shure pre-amp up to 5 on one song and her voice is a little higher, sweet and beautiful!  (Which is awesome and well worth it, but only on so few albums, most would say not, most all music is just recorded to AQL4.)  Or the sweet and beautiful, high piano on Herbie Hancocks, Gershwins Secret.  (The 2 we all use for these AQ tests.)  You have the highest guitar pings here on Joans and 3 voice and guitar seperation to about as sweet and beautiful as it gets and guitar string highs  and available definition, most all should be happy with!  The double bass on Herbies is great and 100%!  (But you lose the ub-bearable shrillness of Stevie Wonders voice has to be turned down with the Spheres.)  So is a good trade off on that album!  And sounded pretty top, Sweet and Beautiful!  And WHEW!!  Pretty much got *7th Heaven!  (I can't tell you on the violen seperation and can tell the exact timbre of a period violen and ancient chello resononces, my *Reference Rotel system and 5
"" 90 watt Focal Moniters give me right now and blew my amp and spaced my Spheres lately.)  And my old Gen 2 I Pod blew the program.  I think the LG cell was up there but Android 11 update ruined the AQ totally to wherever it was, but the Senns do sound awesome on and beat the 7mm Skullcandys -(But sound real beautiful too and up there on the guitar pings, seperation and detail) and my hopped up Monoprice Over Ears, are good enough for my acoustic Guitar recordings and mixing tracks anyway.  -(Just make *Live., to were just under before break in and hop up, or close enough for me.)  Super comfy and un-noticable for all day out working and I think good enough for anyone in a serious sit down *LIVE!  Stereo session and *Exciting and Engaging!  The IEM Guy on the net rated them at *8.5 made *Live and 8.4 just under a lot like for mellower and more romantic and be the 30$ Skull Candys, 15$ Mono Price IEM's, 80$ Shures maybe with big bass.  I gave the Spheres a 9.3 -(Be AQL5ish.)  And on that, these Momentums a 9!  The 200$ one's just have a perfect full spectrum versus, slightly recessed mids and same driver and all but sit in a box in your ears like the Spheres and I thought might not be as comfy and I think big deal and who cares and go to the Spheres and want the next step up, but suck more power and a little less bass, some don't like.  (Also will feel a larger EMF tingle and plastic detox 100%, but will need to go to 70$ JBL Outside Ears for that  anyway or the comparable 15$ mono prices, the Grado 125 to 250's otherwise the highest we recommend you need to go to for top AQ, won't get it either and you'll feel a slight EMF circle your head!)  So keep that in mind on any future purcheses or any bigger magnet IEM's need a amp as well!  I just tried the new sport sandisk and the stock buds got it on bass and detail and I'd say worth the 50$, just on the buds and all anyone needs, but couldn't drive these Senns for any bass.  The current best DAP to enjoy these on and hit the IPOD Gen 5.5 Classic or up, but has sound cards up to 256Gb a lot want and for Windows Wav files is the 110$, HI FI WALKER H2  (Used to be a Figi but they only sell super high rez, super expensive stuff now.)  Well and not happy with your current cell or such.  Get's the same 4 star rating versus the high rez 5 ones!  (And drives up to 150 ohm phones!)  But no FM like a cell or the Sandisk.  So these Senns don't get me top Bench Reference, but I'll be more than happy with indefinetly!  (I have smaller ears and the Focals are just a tad un-comfy for past a couple hours for me, but I'll love better on just those 2 albums so far.)  But will only care for that much added definition when back on the stereo and 5"" moniters or the Focal 65 WPC, AQL4, 1 -6 1/2""s.  So I'd say go for it, unless a *High Rez Nurd and the expensive limited album list, The *Spoiled Rotten 5'er Gang enjoys!
  Full horns and electric guitar is achieved at 33wpc AQL2 on Focal 1 -61/2"" in a AQ thick 1 1/2"" cabinets.  (Especially on the Baffle is most noticable for another added x2 Bass, Volume, Detail.)  Versus only JBL sells kit speakers with the longer, double wrapped coil are a x2 Bass, Volume Detail than your cheap Pionear or Infinities, have a short coil.  (And all *Most care about!)  The ones went with the 3 way, AQL5 120wpc systems, all said there's not enough music there to be worth it.  And only go past AQL3 at 50wpc if you want the added volume.  Where Level 4 comes in and you get all the vibrations and under the stage, to can feel a vocalists throat vibrate, is Super, Foot Stomping LIVE!  Though and most exciting like your really there!  (Most like it mellower!)  I liked about 30% vibration and not so obnoxious with the heavy vibes slamming your chest!  @ 55 -58wpc on the 6 1'2"" Focals, (DC volt read 65 -68 on a powerbanked, hopped up amp, but just is extra fluff at that reading.)  But want to really crank it was NOT enough Volume and Bass for me, when I blew that amp.  So I'd personally like at least 65 -70wpc and recomend that the limit for no noise complaints your gonna get at 100 to 190 for sure!  A good 50wpc is loud enough for a party and cranks, but a mellow amp more and is NOT neighborhood bothering on late night.  Otherwise I wish all reviews would mention the exact size bass anything has and I can always tell a 5-15"" exactly!  *Got enough Bass, doesn't get it!  Then the other half always says, *Not enough bass.  Well does it even get the Double Bass fully on jazz?  (A AQ Focal 6 1/2"" equals a typical 8"".)  Otherwise, get's the Double Bass, get's it!  (Most like a lighter 6 1/2"" mid-bass and most all the ladys and me too.)  Mr. Focal says the 6 1'2"" gets Acoustic Guitar Bass perfect, *Live and then you are accenting up the bass from there!  *And most all world run!  And does the big bass guitar plenty on country with Focals anyway and well probably any expensiver US made Loudspeakers like JBL, Vanderstein, PBS ect. ect.  (Focals were made for recording studios and perfect AQL5 and up, JBL's and Vanderstiens will sound just a little softer is all.)  But some don't like as much,  but I'd be happy with except for trying to Record Acoustic at AQL5!  But you have that same best AQ a LOT cheaper with a decent DAP and buds!  And these are the one's most all buy to up their I Pods with.  If you lead a symphony and need to review the daily tapes *Live, with that many instruments, you need the Zalytron, Focal Kevlar, 5 -1-5's at 60watts each and the T-90 tweeter and a 120 wpc amp.  (But the only reason to ever go that high and gives just under a 6 1/2"" bass, but you'd add a 15"" push pull sub for total full classical bass theater sound show.)  You'll only get full bass detail with a 80 watt 8"" and no 10"" world can do.  (And most all recommend for any future sub and me too.)  And super exciting on drums!!  (Or ever go a AQL5 3 way.)  Also is wider dispersion for full field and 10"" focused.  The Focal 100 w 10"" is super awesome, exciting on a drum solo, mainly, but just to much, you don't want or need and are for real big rooms to project a longer distance.  (And I was running my 190wpc Focal 1-5-10's and ever go the 70 w, 5"" mids extreme max and I recommend just the standard 50 -60's.) And the 60's for me.  And want the very best *Top World Audiophile Quality possible!  (Or a comparable American made and most make AQ!  And read the reviews.)  Otherwise I might like the Focal 7"" on the next set I build if anything and just a little more bass be nice sometimes and versus a possible 1 -5-8 be way more like it on a lot of big majestic bass, Classical!  _(To those awesome 10"" KEF transmission line towers!)  And ouh!  And ever get way into classical later!!  Most all retired got into AQL4 Classical just went the Vanderstien 1 -6 1/2""s, where they quit trying to sell the 1 -4 -10's.  And have super big bass for that and the 10's were to much for me too.  And the Rotel Planer 2 Table just get's AQL2 *Live!  (And most, most all care to get too.)  And do sound VERY most beautiful, possible on the Tom Scott Sax!  And I'm sure you can enjoy 100% with these buds as well!  *Top Recomended  -*An Average, All American, Audiophile Joe  -2023",5,B00N3RFFZ2,2023,the United States
R1PNGPWZYIV75K,Great sound,"For as old as these are, they fit great and sound even better! I’m a Sennheiser fan and these do not dissapoint",5,B00N3RFFZ2,2023,the United States
R2B9ST5ZK7121L,Klipsch replacement,"I love the Kilpsch R6 II wired in-ear headsets.  But, you can not find new ones anymore and earbuds do not last forever.  I went through a lot earbuds without much success trying to find a suitable replacement.  Most are to heavy and uncomfortable or have poor base quality.  These are the closest I have found so far.  They are pretty comfortable and the base is good.",4,B00N3RFFZ2,2023,the United States
R11942QE1DSKGD,Bad design!!,These are good sounding headphone but is an absolutely terrible design. The headphone is connected to the wire by two thin wires and is supposed to hold onto the earpiece. I was aware and was a careful as possible and the wire still broke. Please stay away from these headphone,1,B00N3RFFZ2,2022,the United States
R3L1EAY6FCLQA,"These hurt to put in your ear and sound like hot garbage right out the box.,","spend the extra 40 bucks and get the FiiO FD3: you won't be disappointed. Of course, you will need a microphone but hopefully you have a fix and luckily I did: the iFi go blu sounds phenomenal.",2,B00N3RFFZ2,2022,the United States
R14CMJSBK2BCNR,Pretty good,This is my second set lasted over a year but left one finally stopped working,5,B00N3RFFZ2,2022,the United States
R33U33VI3FLBRQ,Good for 11 months and then broken,"11 months in, working well and now a static sound has begun. Dissapointing.",4,B00N3RFFZ2,2022,Australia
R1M4816NNKIXCQ,Had the same pair for 7 years!!!,"I've gotta say, I never thought a single pair of ear buds would hold up this long.

The wires as they connect to the earbuds have slowly worn away over the years, which, honestly should very much be expected with how old they are, so I am not disappointed here at all. I will be upset when this pair finally does die.

I use these at work for listening so music, so they have spent most of their life stationary, but typically see around 4+ hours of use a day.

I will absolutely be buying another pair of Sennheiser's in the future!!!",5,B00N3RFFZ2,2022,the United States
RNW0GLLFXZ7FF,Sound good and look great,"Additional cost for red color vs. black seemed high, but I'm happy with them.",5,B00N3RFFZ2,2022,the United States
R3L2837RZA9HQN,Excellent Sound Quality,"These earbuds sound incredible. I'm impressed with how clear and detailed the music is when I use them. It's like hearing my favorite songs for the first time again. The bass is deep without overpowering, and the vocals are crisp and clear. Every note sounds perfect whether I am listening to rock or classical music.",5,B0CTHVX6DK,2024,India
R2ZUFDWXFR6LE8,Top Notch Performance,"Overall, I'm really happy with these earbuds. They tick all the boxes for me:
Amazing sound quality
Advanced features like LE Audio and customizable controls
Long battery life with quick charging
Comfortable fit
Effective noise cancellation
Whether I'm working, exercising, or relaxing, they enhance my audio experience and make everyday tasks more enjoyable. If you're looking for high-quality wireless earbuds, I highly recommend giving these a try.",5,B0CTHVX6DK,2024,India
R2P4GV4HPB94UT,Bad Microphone,"Two times i bought them and both times they cant hear me well

Issues with microphone. all the rest is amazing",3,B0CTHVX6DK,2024,Germany
RJFMD4XTNJ0GP,excellent all round,just amazing all round sound quality and all other functions are just incredible too.,5,B0CTHVX6DK,2024,the United Kingdom
R19RO0E6YYESBV,Marvelous Ear Buds ,"Very comfortable fit and they are good quality ear buds and easy to connect with Bluetooth. Remarkable timbre and wide soundstage which is further enhanced when paired to high end DAPs ( Digital Audio Player) . I have a number of excellent IEMs and in terms of price per sound clarity the Momentum 4 represents incredible value. They are a discernable upgrade in terms of sound delivery over my Sony XM-4's . The noise cancelling is very good. I haven't tested them using my mobile phone as I only use them to listen to music with. Would I recommend them, certainly I would . Battery life is very good.",5,B0CTHVX6DK,2024,the United Kingdom
R2WKYHRW0O5K0U,"Left side ear buds not working, charge is automatically getting increased and low","Left side ear buds not working
Charge is automatically getting increased and low
Not properly working",1,B0CTHVX6DK,2024,India
R3OMS8SY212D8A,Full block isn’t a block.,They are comfortable to wear and found the medium size as best fit. Unfortunately unlike the picture on the box the full block does not block out the annoying sound of someone snoring as well as my noise cancelling earbuds. I just wanted something I could wear comfortably all night. It did help and am sure they would be useful in gigs but not if you want to block out the sound of someone snoring.,3,B0C65TMTX9,2024,the United Kingdom
R190N7ISMGGSD7,This product won't work with Apple devices,"Won't pair with iPhone or iPad, and after you try, it won't pair with its own transmitter any more. Live tech support has no answer, if you can get to them... Mac and iOS people Be Warned!",1,B0C4N5DKSR,2024,the United States
R1VN9H8FYXGWZY,Amazing Earbuds,I am using these Earbuds connected to an Oppo 203 Ultra UHD player and I couldn't be happier. Sound is rich and clear without any hiccups. My only gripe is the price which does not make sense. Otherwise an excellent piece of tech.,5,B0C4N5DKSR,2023,the United States
R2S5M5D25QIELD,Very erratic behavior.,Ambient does not work and app disconnects frequently and is difficult to restore.  Product support does not help.,1,B0C4N5DKSR,2023,the United States
R2PKHKY9BAZHIZ,Not hearing aids,If you are looking for ear buds then this product works. If you are looking for hearing aids then stay away.,1,B0BRT2GDTX,2024,the United States
R1FCRRL0ZHZABK,It's my go-to in restaurants!,"I suffer from garden variety high frequency hearing loss. You know, the frequencies where my wife's and grandchildren's voices. So I've had conventional hearing aids for some time. They work well -- my speech comprehension is noticeably better with them in, and, at a movie theater or concert where the volume of the sound system is too high, they do a god job as sound attenuators when I pull the batteries! Where they don't work well is in restaurants. The background noises and percussives from the kitchen and table settings produce a cacophonous mess. The Conversation Clear Plus provides a reasonable solution to this problem. Sennheiser has balanced noise canceling technology with a selective boost of speech frequencies that makes it possible to carry on a conversation in a fairly noisy restaurant. That's what I hoped they would do, and, for me, they deliver. They're also a darned good set of Bluetooth noise cancelling earbuds too!
Oh yeah, the app is kind of wonkey, so that's why only four stars.",4,B0BRT2GDTX,2023,the United States
R37SIZ5D1E8LKG,Too little for way too much,"Only provides a small amount of conversation boost. Obsolete version of Bluetooth (v4. 2) which contributes to poor outdoor audio streaming. And this for a price closer to what you'd expect to pay for Over The Counter (OTC) hearing aids, which these are not.",1,B0BRT2GDTX,2023,the United States
R8DKWS1F6GGCK,Nice package/weak performance,"Complicated logon
Weak output
Overall…a return looms",2,B0BRT2GDTX,2023,the United States
R2QQMHH82VJ7G5,Not nearly loud enough for moderate hearing loss.,"Two of my favorite brands joined and came up with beautiful earbuds. But sound level was even lower than ordinary wireless earbuds.
Very disappointing.
Returning this was a nightmare
Amazon claims that the serial number of the order did not match with the returned item.
I had to fight to get the refund by troubling my credit card bank.
It seems others had the same issue.",1,B0BRT2GDTX,2023,the United States
R3PKYYSOCUX5ZK,Pretty good but could be better,"The earbuds perform well for hearing.  It might just be me, but I seem to have trouble keeping them in my ear.  I've tried several fins and eartips, but occasionally they will pop out.  I seem to spend a lot of time pushing them back in.

Also, I need to watch out when I put them in the charge case.  Sometimes they don't connect with the charging contacts unless I wiggle them a bit.",4,B0BRT2GDTX,2023,the United States
R2JK559CVX3LTY,High Quality,"Just purchased the Conversation Clear Plus wireless earbuds from Sennheiser.  A couple quick tips/suggestions for new users:
1. Be sure to determine which tips and fins best fit your ears before getting started.  Once adjusted, they fit great and were very comfortable and secure in my ears and makes the setup and, of course, user experience much better.
2. Set up and connect via Bluetooth through the App vs. connecting the Bluetooth direct with your phone.  While it may seem like it saves time to connect directly, the app is worth the time to set up for optimal experience and only takes a couple moments.
Otherwise, maybe to state the obvious from a product from Sennheiser, the sound quality is truly exceptional.  The ability to adjust the ambient balancing to one’s surroundings is a unique feature not common across other high quality earbud products.  Further, the speech enhancement feature is a differentiator in delivering crystal clear audio.  Whether streaming or conversing, the sound quality is crystal clear.  Admittedly, this is not a cheap product but worthwhile for anyone who either benefits from the enhanced audio or appreciates the ability to truly customize the audio clarity to one’s personal preferences.",4,B0BRT2GDTX,2023,the United States
RFTACQ0FLB7H4,Easy to Use and Good Sound Enhancement,"Pairing and set-up were easy for Conversation Clear Plus.

The Sonova chip technology is surprisingly good in automatic scene detection to balance speech volume and background noise, with active noise cancellation.  A person speaking, in front of you…their voice is enhanced over surrounding noise.  Works great.

The app design allows great manual control beyond the automatic settings, for external noise, speech volume and a mix of balance while listening to music or audio/video calls; though an improvement for saving a profile would be welcome.

The three sizes of ear tips allowed a good choice for good fit.

After using AirPod Pro lately, these Sennheiser ear buds are a more advanced alternative for growing hearing issues.  Highly recommended.",4,B0BRT2GDTX,2023,the United States
R201VHOFT5T55Q,Very helpful! Highly recommend!,"I have mild hearing loss so I lose details of conversations and have to very often ask people to repeat themselves. Restaurants and parties are especially hard as there is so much ambient noise. A friend suggested that I try these and they have truly made a difference for me. They look a little on the large size but fit well once i changed to the smaller silicone ear tips. They are very comfortable. The conversation clear app was very easy to use, which is a big deal for me since I’m not particularly technically skilled.
Peoples’ voices were much more intelligible. You can tap the earbuds directly to change the volume levels although I find it easier to use the app. The battery life is very good.
I’ve been using them to also listen to music and podcasts and the sound clarity is excellent. I really love the fact that I have top quality earbuds that also serve a dual purpose of making hearing clearer.
This was definitely an investment but one that will really pay off for me!! It has changed the way I interact with people and I am no longer struggling to hear people speak. A true game changer!",5,B0BRT2GDTX,2023,the United States
R3KE26C9LQKEXT,Makes conversations in noisy environments easier,"I went back and forth between a 4 and a 5 star review. This is a brand new technology and product category, so surely, there are a still a few things that can be improved in future generations (see below). But the speech clarity this product brings to noisy environments (e.g. packed restaurants/bars) is very impressive and has been a game-changer, so I ultimately decided to give 5 stars.

+ Speech clarity/boost in noisy environment
+ ANC when streaming is truly impressive
+ Easy to connect to iphone
+ Battery lifetime (insane!)
+ fit was ok

- changing settings / volume / etc. on earbud not super intuitive
- you cannot enter the app when you are on the phone (at least I wasn't able to)
- sound quality is ok but definitely not the reason to spend that amount of money",5,B0BRT2GDTX,2023,the United States
R1CWQ0M0U815A7,Should have been good but are not,"I have an old Sennheiser wireless headphone set I use for watching TV. Unfortunately they no longer hold their charge so I decided to buy this Sennheiser earbud set believing in the brand name.
I'm not particularly tech savvy but have been around apps and computers, phones, etc. for a while. I found this set up to be very 'fiddly' and I seriously doubt anyone in their 70's or older will be bothered trying to get them to work. I now have them going but only just. The sound quality is dreadful and the supposed adjustments the multi lingual instructions tell you, don't really work.
So I've spent a couple of hundred dollars for basically junk. Based on my experience I would recommend you don't buy them",1,B09X26KR6G,2024,Australia
RLPK1H9UHP8SS,Wish there was more volume,"This has finally solved the problem of needing not to disturb my elderly father when I want to watch television while he’s resting/asleep but it has limitations. It took me a while to get it set up (despite it being simple in theory), not least because the volume was very low or on silent at first. Exploring the online instruction manual was easier than the printed sheet supplied and then installing the app to my phone so I could adjust speech clarity helped sort that out. However even at maximum the volume is a bit low for me other than when sitting simply watching. If I want to eat or move around much it easily gets swamped, especially if eating something crunchy as that goes through the skull rather than down the ear canal so it requires extra volume not sound cancelling. It’s better with changes to speech clarity settings but not enough and it isn’t always speech you want more of.  As a carer I also can’t go the complete noise cancelling route ( which anyway I don’t find that complete) as I need to be aware if I’m needed. Sound overall (aside from the enhanced speech clarity) isn’t a patch on my technics earbuds but I’d tried a few Bluetooth transmitters before and had significant latency issues. The good news is these have zero latency on my TV. So this is a useful set up but not without issues, especially volume and sound quality so it really depends what you want to achieve. It works for me right now and the buds stay in well thanks to the wings.",4,B09X26KR6G,2024,the United Kingdom
R1F0BG704ZHDMJ,Very disappointed with the intermittent sound drop out.,Even though the earbuds are fully charged the sound from the earbuds cuts out intermittently in either the left or right earbud and at random times cuts out completely in both.  The only way to start them up again is to put them back into the charging box for a short time then they work again until the next time they cut out.  I have tried both the digital and analogue connection to my smart TV and the performance is the same.  Very frustrating.,2,B09X26KR6G,2024,Australia
RC3NVD6AW6YN,Great features regardless of your smartphone,"So, to be transparent the noise cancelling stopped working after 13 months of owning them but I still use them in quiet environments.
I've used the earphones a lot as I travel a fair amount with my job and also when exercising.  They've had a tough life with bouncing around my bag and sweat from running.  The case has remained intact and the buds still look like the day I bought them.
One thing I noticed around month 11 was the battery charge in the case wasn't as good as day 1 and I needed to recharge it more but that's likely due to charging fatigue and it happens for many devices.
The software (App) provides great functions and if you're planning to use these while exercising I'd recommended turning off the touch controls as any minor adjustments I made in my ear it paused or moved tracks.
I'm going to try another brand for my next pair of noise cancelling ear buds to see how they compare before returning back to the Sennheiser brand.",4,B09RZJZ7YW,2024,the United Kingdom
R8RN6SKZ2U3PN,Stopped working within a year - replacement stopped working as well - terrible service!! Avoid!!,"Purchased MT3s in April 23. The first one stopped working by October. Connected with Sonova and got it replaced. April 24 - the replacement stopped working as well.

Sonova doesn't have replacement stock and have asked for me to courier the defective product mid-May. I am skeptical of further delays. Will share an update on my experience.

They sound good, NC is average, CS is good. None of this helps if the product doesn't last and needs to be replaced every 6 months. Pretty sure this is the last Sennheiser bluetooth product I will be purchasing.

Update: package delivered on 8th May 24. As of 24th May 24 the only update is ‘Your Product Status is Product Received & under inspection.’

Update 2: Pack delivered on 8th May, as of 3rd June I haven't received the replacement. The product is not in stock and it's led to the delay of over a month. The stock is expected mid-june (earlier I was informed of mid-may). terrible service!",1,B09RZJZ7YW,2024,India
R2A5PPOBEB94V4,Right ear died after 10 months of use,"Sound quality is really good.
Bluetooth module feels cheap and started introduce noise after 6 months of use. Needed to fiddle with the cable to remove it. Also too hard to open the charging port.
And after 11 months right ear just died without any prior problems. That is the problem of the ear and not Bluetooth module, as it didn't work even with the cable.",3,B09GJXNFD3,2024,Germany
R33H1JZ4A47G1N,He likes them,"I have given them 5*. They were a birthday present for my son, that he asked for, and he loves them.",5,B09GJXNFD3,2024,the United Kingdom
R37UCJG7P4BKZL,Lightweight,I find they feel less heavy then true wireless earbuds I have tried.,5,B09GJXNFD3,2024,the Netherlands
R31B98MYIQKD09,Stopped working after 2 months. No customer support,,1,B093SW4SWC,2024,the United Kingdom
